subject_id,task_id,video_exists,audio_exists,physio_exists,video_duration,audio_duration,physio_duration,status,details
f6q3,counting2,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
9j3o,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
4woj,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
9j3o,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
y9z6,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
7m3c,relax,False,False,True,0.0,0.0,150.0,Missing Voice,No video file; No audio file
w2t5,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2hpu,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
71i5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
8g4y,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kycf,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
wfsl,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
wssm,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
j9h8,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
wfsl,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
e5p4,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
v8mh,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
uymz,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kycf,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b9w0,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
r5s8,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
m8g5,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
hvpa,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
p9i3,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
wssm,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
v8mh,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
r5s8,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
9t6n,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r5s8,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
g7r2,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
7m3c,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
wssm,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b2l8,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2z7d,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
6g6y,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
r3zm,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qw5t,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2z7d,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2z7d,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
9txq,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h7j3,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h8r2,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
8i4i,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
45lx,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
37ir,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
4e8r,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k2v7,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
d4n6,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
37ir,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
m8g5,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
qx2o,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
kkf5,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
iqyg,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
a1k9,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
wfsl,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
hvpa,reading,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
r5s8,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
5f7t,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
r0a3,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
g7r2,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
5f7t,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
kkf5,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
qw5t,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
b2l8,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
2ea4,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2z7d,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
y8c3,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r5s8,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
hh2e,counting1,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
g7r2,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h7j3,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
9txq,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
g7r2,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
71i5,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
uyrl,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
b2l8,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
u3v9,math,False,True,True,0.0,60.0,60.0,Missing Face,No video file
b2l8,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j1u8,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
4e8r,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
2z7d,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
dmbd,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
9txq,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
7h5u,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
dmbd,stroop,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
hvpa,relax,False,False,True,0.0,0.0,150.0,Missing Voice,No video file; No audio file
h8s1,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y9z6,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
dmbd,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
9txq,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
iqyg,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
h7j3,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
e5p4,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
tmvd,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j9h8,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
w2t5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
t6v9,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4e8r,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
37ir,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
x1q3,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h8s1,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
b9w0,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4e8r,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
iqyg,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2ea4,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
iqyg,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
c3m7,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
bfl5,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ctzy,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
r3zm,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
71i5,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
c3m7,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
f6q3,counting3,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
ctzy,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ctzy,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
6g6y,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4woj,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2hpu,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6k5f,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
8g4y,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
dmbd,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
cxj0,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
hvpa,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
71i5,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j9h8,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
x1q3,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
ql3b,reading,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
qx2o,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
kycf,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
g9j5,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
chdf,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qx2o,stroop,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
v8mh,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b9w0,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
qx2o,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
dmbd,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
wssm,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
uymz,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
i9t9,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j9h8,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
chdf,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
h8r2,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
9t6n,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
bfl5,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
9j3o,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b9w0,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
45lx,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
y8c3,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ctzy,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
6g6y,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
9j3o,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
7m3c,math,False,True,True,0.0,60.0,60.0,Missing Face,No video file
uyrl,stroop,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
ql3b,relax,False,False,True,0.0,0.0,150.0,Missing Voice,No video file; No audio file
c3m7,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ctzy,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
8i4i,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6g6y,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k2v7,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qx2o,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
y9z6,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2ea4,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
w2t5,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
wfsl,counting1,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
w2t5,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kkf5,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
w2t5,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
bfl5,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
a1k9,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qx2o,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
j1u8,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
r5s8,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4woj,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6k5f,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
e5p4,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
uyrl,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
hh2e,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
tmvd,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
p9i3,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ql3b,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
r0a3,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
2z7d,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
cxj0,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
5f7t,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
y9z6,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
uyrl,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
7h5u,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
w2t5,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
h8s1,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
uyrl,math,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
g9j5,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
37ir,counting1,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
bfl5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
r3zm,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
f6q3,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
i9t9,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
iqyg,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y9z6,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
m8g5,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
d4n6,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
37ir,relax,False,False,True,0.0,0.0,150.0,Missing Voice,No video file; No audio file
h8r2,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
w2t5,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
p9i3,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
h8r2,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h8r2,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
45lx,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r0a3,reading,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
qw5t,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
5f7t,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
71i5,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
dmbd,counting1,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
d4n6,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
2ea4,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y8c3,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
kycf,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
chdf,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
hvpa,math,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
p9i3,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
h8r2,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
b9w0,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r0a3,relax,False,False,True,0.0,0.0,150.0,Missing Voice,No video file; No audio file
45lx,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
j1u8,stroop,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
9j3o,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
v8mh,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
e5p4,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
h8r2,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
c3m7,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
e5p4,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
tmvd,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
e5p4,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
ctzy,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
45lx,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
45lx,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
c3m7,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
wssm,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
2ea4,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
d4n6,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
2hpu,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
wssm,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
wfsl,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
r3zm,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
8g4y,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r3zm,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
x1q3,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qx2o,counting1,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
6k5f,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
m8g5,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r3zm,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
f6q3,stroop,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
r0a3,baseline,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
2ea4,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j1u8,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
2ea4,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
cxj0,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
v8mh,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r5s8,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kkf5,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
e5p4,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
uymz,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
tmvd,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
qw5t,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
g9j5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
j1u8,speaking,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
9t6n,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
2hpu,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
2z7d,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j1u8,math,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
i9t9,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
e5p4,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
tmvd,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
8g4y,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
t6v9,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
tmvd,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
ql3b,math,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
y8c3,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
r3zm,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
37ir,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
y8c3,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y9z6,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
f6q3,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
y8c3,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
g7r2,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
8i4i,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
w2t5,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
u3v9,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
g7r2,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
uymz,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
k2v7,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b2l8,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
u3v9,stroop,False,True,True,0.0,60.0,60.0,Missing Face,No video file
r3zm,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
u3v9,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
h8s1,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
bfl5,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
5f7t,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b2l8,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
f6q3,speaking,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
kkf5,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
9t6n,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
a1k9,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
9txq,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
h7j3,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
f6q3,math,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
9txq,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
h7j3,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
2hpu,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
4e8r,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
8g4y,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
71i5,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4e8r,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
iqyg,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
8i4i,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
hh2e,reading,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
y8c3,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
iqyg,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
k67g,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k2v7,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
dmbd,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
v8mh,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
x1q3,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4woj,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
uymz,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
4woj,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6k5f,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
u3v9,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
4woj,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
a1k9,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
