--- StressID Physio Extraction ---
Subject: 2ea4, Task: Breathing, Frames: 540, Windows: 35
Subject: qw5t, Task: Reading, Frames: 180, Windows: 11
Subject: qw5t, Task: Relax, Frames: 450, Windows: 29
Subject: qw5t, Task: Speaking, Frames: 180, Windows: 11
Subject: qw5t, Task: Stroop, Frames: 180, Windows: 11
Subject: qw5t, Task: Video1, Frames: 522, Windows: 33
Subject: qw5t, Task: Video2, Frames: 354, Windows: 22
Subject: r3zm, Task: Breathing, Frames: 540, Windows: 35
Subject: r3zm, Task: Counting1, Frames: 180, Windows: 11
Subject: r3zm, Task: Counting2, Frames: 180, Windows: 11
Subject: r3zm, Task: Counting3, Frames: 180, Windows: 11
Subject: r3zm, Task: Math, Frames: 180, Windows: 11
Subject: r3zm, Task: Reading, Frames: 180, Windows: 11
Subject: r3zm, Task: Relax, Frames: 450, Windows: 29
Subject: r3zm, Task: Speaking, Frames: 180, Windows: 11
Subject: r3zm, Task: Stroop, Frames: 180, Windows: 11
Subject: r3zm, Task: Video1, Frames: 522, Windows: 33
Subject: r3zm, Task: Video2, Frames: 354, Windows: 22
Subject: r5s8, Task: Breathing, Frames: 540, Windows: 35
Subject: r5s8, Task: Counting1, Frames: 180, Windows: 11
Subject: r5s8, Task: Counting2, Frames: 180, Windows: 11
Subject: r5s8, Task: Counting3, Frames: 180, Windows: 11
Subject: r5s8, Task: Math, Frames: 180, Windows: 11
Subject: r5s8, Task: Reading, Frames: 180, Windows: 11
Subject: r5s8, Task: Relax, Frames: 450, Windows: 29
Subject: r5s8, Task: Speaking, Frames: 180, Windows: 11
Subject: r5s8, Task: Stroop, Frames: 180, Windows: 11
Subject: r5s8, Task: Video1, Frames: 522, Windows: 33
Subject: r5s8, Task: Video2, Frames: 354, Windows: 22
Subject: t6v9, Task: Breathing, Frames: 540, Windows: 35
Subject: t6v9, Task: Counting1, Frames: 180, Windows: 11
Subject: t6v9, Task: Counting2, Frames: 180, Windows: 11
Subject: t6v9, Task: Counting3, Frames: 180, Windows: 11
Subject: t6v9, Task: Math, Frames: 180, Windows: 11
Subject: t6v9, Task: Reading, Frames: 180, Windows: 11
Subject: t6v9, Task: Relax, Frames: 450, Windows: 29
Subject: t6v9, Task: Speaking, Frames: 180, Windows: 11
Subject: t6v9, Task: Stroop, Frames: 180, Windows: 11
Subject: t6v9, Task: Video1, Frames: 522, Windows: 33
Subject: t6v9, Task: Video2, Frames: 354, Windows: 22
Subject: tmvd, Task: Breathing, Frames: 540, Windows: 35
Subject: tmvd, Task: Counting1, Frames: 180, Windows: 11
Subject: tmvd, Task: Counting2, Frames: 180, Windows: 11
Subject: tmvd, Task: Counting3, Frames: 180, Windows: 11
Subject: tmvd, Task: Math, Frames: 180, Windows: 11
Subject: tmvd, Task: Reading, Frames: 180, Windows: 11
Subject: tmvd, Task: Relax, Frames: 450, Windows: 29
Subject: tmvd, Task: Speaking, Frames: 180, Windows: 11
Subject: tmvd, Task: Stroop, Frames: 180, Windows: 11
Subject: tmvd, Task: Video1, Frames: 522, Windows: 33
Subject: tmvd, Task: Video2, Frames: 354, Windows: 22
Subject: uymz, Task: Breathing, Frames: 540, Windows: 35
Subject: uymz, Task: Counting1, Frames: 180, Windows: 11
Subject: uymz, Task: Counting2, Frames: 180, Windows: 11
Subject: uymz, Task: Counting3, Frames: 180, Windows: 11
Subject: uymz, Task: Math, Frames: 180, Windows: 11
Subject: uymz, Task: Reading, Frames: 180, Windows: 11
Subject: uymz, Task: Relax, Frames: 450, Windows: 29
Subject: uymz, Task: Speaking, Frames: 180, Windows: 11
Subject: uymz, Task: Stroop, Frames: 180, Windows: 11
Subject: uymz, Task: Video1, Frames: 522, Windows: 33
Subject: uymz, Task: Video2, Frames: 354, Windows: 22
Subject: v8mh, Task: Breathing, Frames: 540, Windows: 35
Subject: v8mh, Task: Counting1, Frames: 180, Windows: 11
Subject: v8mh, Task: Counting2, Frames: 180, Windows: 11
Subject: v8mh, Task: Counting3, Frames: 180, Windows: 11
Subject: v8mh, Task: Math, Frames: 180, Windows: 11
Subject: v8mh, Task: Reading, Frames: 180, Windows: 11
Subject: v8mh, Task: Relax, Frames: 450, Windows: 29
Subject: v8mh, Task: Speaking, Frames: 180, Windows: 11
Subject: v8mh, Task: Stroop, Frames: 180, Windows: 11
Subject: v8mh, Task: Video1, Frames: 522, Windows: 33
Subject: v8mh, Task: Video2, Frames: 354, Windows: 22
Subject: w2t5, Task: Breathing, Frames: 540, Windows: 35
Subject: w2t5, Task: Counting1, Frames: 180, Windows: 11
Subject: w2t5, Task: Counting2, Frames: 180, Windows: 11
Subject: w2t5, Task: Counting3, Frames: 180, Windows: 11
Subject: w2t5, Task: Math, Frames: 180, Windows: 11
Subject: w2t5, Task: Reading, Frames: 180, Windows: 11
Subject: w2t5, Task: Relax, Frames: 450, Windows: 29
Subject: w2t5, Task: Speaking, Frames: 180, Windows: 11
Subject: w2t5, Task: Stroop, Frames: 180, Windows: 11
Subject: w2t5, Task: Video1, Frames: 522, Windows: 33
Subject: w2t5, Task: Video2, Frames: 354, Windows: 22
Subject: wssm, Task: Breathing, Frames: 540, Windows: 35
Subject: wssm, Task: Counting1, Frames: 180, Windows: 11
Subject: wssm, Task: Counting2, Frames: 180, Windows: 11
Subject: wssm, Task: Counting3, Frames: 180, Windows: 11
Subject: wssm, Task: Math, Frames: 180, Windows: 11
Subject: wssm, Task: Reading, Frames: 180, Windows: 11
Subject: wssm, Task: Relax, Frames: 450, Windows: 29
Subject: wssm, Task: Speaking, Frames: 180, Windows: 11
Subject: wssm, Task: Stroop, Frames: 180, Windows: 11
Subject: wssm, Task: Video1, Frames: 522, Windows: 33
Subject: wssm, Task: Video2, Frames: 354, Windows: 22
Subject: x1q3, Task: Breathing, Frames: 540, Windows: 35
Subject: x1q3, Task: Counting1, Frames: 180, Windows: 11
Subject: x1q3, Task: Counting2, Frames: 180, Windows: 11
Subject: x1q3, Task: Counting3, Frames: 180, Windows: 11
Subject: x1q3, Task: Math, Frames: 180, Windows: 11
Subject: x1q3, Task: Reading, Frames: 180, Windows: 11
Subject: x1q3, Task: Relax, Frames: 450, Windows: 29
Subject: x1q3, Task: Speaking, Frames: 180, Windows: 11
Subject: x1q3, Task: Stroop, Frames: 180, Windows: 11
Subject: x1q3, Task: Video1, Frames: 522, Windows: 33
Subject: x1q3, Task: Video2, Frames: 354, Windows: 22
Subject: y8c3, Task: Breathing, Frames: 540, Windows: 35
Subject: y8c3, Task: Counting1, Frames: 180, Windows: 11
Subject: y8c3, Task: Counting2, Frames: 180, Windows: 11
Subject: y8c3, Task: Counting3, Frames: 180, Windows: 11
Subject: y8c3, Task: Math, Frames: 180, Windows: 11
Subject: y8c3, Task: Reading, Frames: 180, Windows: 11
Subject: y8c3, Task: Relax, Frames: 450, Windows: 29
Subject: y8c3, Task: Speaking, Frames: 180, Windows: 11
Subject: y8c3, Task: Stroop, Frames: 180, Windows: 11
Subject: y8c3, Task: Video1, Frames: 522, Windows: 33
Subject: y8c3, Task: Video2, Frames: 354, Windows: 22
Subject: y9z6, Task: Breathing, Frames: 540, Windows: 35
Subject: y9z6, Task: Counting1, Frames: 180, Windows: 11
Subject: y9z6, Task: Counting2, Frames: 180, Windows: 11
Subject: y9z6, Task: Counting3, Frames: 180, Windows: 11
Subject: y9z6, Task: Math, Frames: 180, Windows: 11
Subject: y9z6, Task: Reading, Frames: 180, Windows: 11
Subject: y9z6, Task: Relax, Frames: 450, Windows: 29
Subject: y9z6, Task: Speaking, Frames: 180, Windows: 11
Subject: y9z6, Task: Stroop, Frames: 180, Windows: 11
Subject: y9z6, Task: Video1, Frames: 522, Windows: 33
Subject: y9z6, Task: Video2, Frames: 354, Windows: 22

--- EmpathicSchool Physio Extraction ---
Subject: S1, Task: T1, Frames: 1620, Windows: 107
Subject: S1, Task: T2, Frames: 1620, Windows: 107
Subject: S1, Task: T3, Frames: 1620, Windows: 107
Subject: S1, Task: T4, Frames: 1620, Windows: 107
Subject: S1, Task: T5, Frames: 1620, Windows: 107
Subject: S1, Task: T6, Frames: 1620, Windows: 107
Subject: S1, Task: T7, Frames: 1620, Windows: 107
Subject: S1, Task: T8, Frames: 1620, Windows: 107
Subject: S1, Task: T9, Frames: 1620, Windows: 107
Subject: S2, Task: T1, Frames: 1620, Windows: 107
Subject: S2, Task: T2, Frames: 1620, Windows: 107
Subject: S2, Task: T3, Frames: 1620, Windows: 107
Subject: S2, Task: T4, Frames: 1620, Windows: 107
Subject: S2, Task: T5, Frames: 1620, Windows: 107
Subject: S2, Task: T6, Frames: 1620, Windows: 107
Subject: S2, Task: T7, Frames: 1620, Windows: 107
Subject: S2, Task: T8, Frames: 1620, Windows: 107
Subject: S2, Task: T9, Frames: 1620, Windows: 107
Subject: S3, Task: T1, Frames: 1620, Windows: 107
Subject: S3, Task: T2, Frames: 1620, Windows: 107
Subject: S3, Task: T3, Frames: 1620, Windows: 107
Subject: S3, Task: T4, Frames: 1620, Windows: 107
Subject: S3, Task: T5, Frames: 1620, Windows: 107
Subject: S3, Task: T6, Frames: 1620, Windows: 107
Subject: S3, Task: T7, Frames: 1620, Windows: 107
Subject: S3, Task: T8, Frames: 1620, Windows: 107
Subject: S3, Task: T9, Frames: 1620, Windows: 107
Subject: S4, Task: T1, Frames: 1620, Windows: 107
Subject: S4, Task: T2, Frames: 1620, Windows: 107
Subject: S4, Task: T3, Frames: 1620, Windows: 107
Subject: S4, Task: T4, Frames: 1620, Windows: 107
Subject: S4, Task: T5, Frames: 1620, Windows: 107
Subject: S4, Task: T6, Frames: 1620, Windows: 107
Subject: S4, Task: T7, Frames: 1620, Windows: 107
Subject: S4, Task: T8, Frames: 1620, Windows: 107
Subject: S4, Task: T9, Frames: 1620, Windows: 107
Subject: S5, Task: T1, Frames: 1620, Windows: 107
Subject: S5, Task: T2, Frames: 1620, Windows: 107
Subject: S5, Task: T3, Frames: 1620, Windows: 107
Subject: S5, Task: T4, Frames: 1620, Windows: 107
Subject: S5, Task: T5, Frames: 1620, Windows: 107
Subject: S5, Task: T6, Frames: 1620, Windows: 107
Subject: S5, Task: T7, Frames: 1620, Windows: 107
Subject: S5, Task: T8, Frames: 1620, Windows: 107
Subject: S5, Task: T9, Frames: 1620, Windows: 107
Subject: S6, Task: T1, Frames: 1620, Windows: 107
Subject: S6, Task: T2, Frames: 1620, Windows: 107
Subject: S6, Task: T3, Frames: 1620, Windows: 107
Subject: S6, Task: T4, Frames: 1620, Windows: 107
Subject: S6, Task: T5, Frames: 1620, Windows: 107
Subject: S6, Task: T6, Frames: 1620, Windows: 107
Subject: S6, Task: T7, Frames: 1620, Windows: 107
Subject: S6, Task: T8, Frames: 1620, Windows: 107
Subject: S6, Task: T9, Frames: 1620, Windows: 107
Subject: S7, Task: T1, Frames: 1620, Windows: 107
Subject: S7, Task: T2, Frames: 1620, Windows: 107
Subject: S7, Task: T3, Frames: 1620, Windows: 107
Subject: S7, Task: T4, Frames: 1620, Windows: 107
Subject: S7, Task: T5, Frames: 1620, Windows: 107
Subject: S7, Task: T6, Frames: 1620, Windows: 107
Subject: S7, Task: T7, Frames: 1620, Windows: 107
Subject: S7, Task: T8, Frames: 1620, Windows: 107
Subject: S8, Task: T1, Frames: 1620, Windows: 107
Subject: S8, Task: T2, Frames: 1620, Windows: 107
Subject: S8, Task: T3, Frames: 1620, Windows: 107
Subject: S8, Task: T4, Frames: 1620, Windows: 107
Subject: S8, Task: T5, Frames: 1620, Windows: 107
Subject: S8, Task: T6, Frames: 1620, Windows: 107
Subject: S8, Task: T7, Frames: 1620, Windows: 107
Subject: S8, Task: T8, Frames: 1620, Windows: 107
Subject: S9, Task: T1, Frames: 1620, Windows: 107
Subject: S9, Task: T2, Frames: 1620, Windows: 107
Subject: S9, Task: T3, Frames: 1620, Windows: 107
Subject: S9, Task: T4, Frames: 1620, Windows: 107
Subject: S9, Task: T5, Frames: 1620, Windows: 107
Subject: S9, Task: T6, Frames: 1620, Windows: 107
Subject: S9, Task: T7, Frames: 1620, Windows: 107
Subject: S9, Task: T8, Frames: 1620, Windows: 107
Subject: S10, Task: T1, Frames: 1620, Windows: 107
Subject: S10, Task: T2, Frames: 1620, Windows: 107
Subject: S10, Task: T3, Frames: 1620, Windows: 107
Subject: S10, Task: T4, Frames: 1620, Windows: 107
Subject: S10, Task: T5, Frames: 1620, Windows: 107
Subject: S10, Task: T6, Frames: 1620, Windows: 107
Subject: S10, Task: T7, Frames: 1620, Windows: 107
Subject: S10, Task: T8, Frames: 1620, Windows: 107
Subject: S11, Task: T1, Frames: 1620, Windows: 107
Subject: S11, Task: T2, Frames: 1620, Windows: 107
Subject: S11, Task: T3, Frames: 1620, Windows: 107
Subject: S11, Task: T4, Frames: 1620, Windows: 107
Subject: S11, Task: T5, Frames: 1620, Windows: 107
Subject: S11, Task: T6, Frames: 1620, Windows: 107
Subject: S11, Task: T7, Frames: 1620, Windows: 107
Subject: S11, Task: T8, Frames: 1620, Windows: 107
Subject: S12, Task: T1, Frames: 1620, Windows: 107
Subject: S12, Task: T2, Frames: 1620, Windows: 107
Subject: S12, Task: T3, Frames: 1620, Windows: 107
Subject: S12, Task: T4, Frames: 1620, Windows: 107
Subject: S12, Task: T5, Frames: 1620, Windows: 107
Subject: S12, Task: T6, Frames: 1620, Windows: 107
Subject: S12, Task: T7, Frames: 1620, Windows: 107
Subject: S12, Task: T8, Frames: 1620, Windows: 107
Subject: S13, Task: T1, Frames: 1620, Windows: 107
Subject: S13, Task: T2, Frames: 1620, Windows: 107
Subject: S13, Task: T3, Frames: 1620, Windows: 107
Subject: S13, Task: T4, Frames: 1620, Windows: 107
Subject: S13, Task: T5, Frames: 1620, Windows: 107
Subject: S13, Task: T6, Frames: 1620, Windows: 107
Subject: S13, Task: T7, Frames: 1620, Windows: 107
Subject: S13, Task: T8, Frames: 1410, Windows: 93
Subject: S14, Task: T1, Frames: 1620, Windows: 107
Subject: S14, Task: T2, Frames: 1620, Windows: 107
Subject: S14, Task: T3, Frames: 1620, Windows: 107
Subject: S14, Task: T4, Frames: 1620, Windows: 107
Subject: S14, Task: T5, Frames: 1620, Windows: 107
Subject: S14, Task: T6, Frames: 1620, Windows: 107
Subject: S14, Task: T7, Frames: 1620, Windows: 107
Subject: S14, Task: T8, Frames: 1044, Windows: 68
Subject: S15, Task: T1, Frames: 1620, Windows: 107
Subject: S15, Task: T2, Frames: 1620, Windows: 107
Subject: S15, Task: T3, Frames: 1620, Windows: 107
Subject: S15, Task: T4, Frames: 1620, Windows: 107
Subject: S15, Task: T5, Frames: 1620, Windows: 107
Subject: S15, Task: T6, Frames: 1620, Windows: 107
Subject: S15, Task: T7, Frames: 1620, Windows: 107
Subject: S15, Task: T8, Frames: 1044, Windows: 68
Subject: S16, Task: T1, Frames: 1620, Windows: 107
Subject: S16, Task: T2, Frames: 1620, Windows: 107
Subject: S16, Task: T3, Frames: 1620, Windows: 107
Subject: S16, Task: T4, Frames: 1620, Windows: 107
Subject: S16, Task: T5, Frames: 1620, Windows: 107
Subject: S16, Task: T6, Frames: 1620, Windows: 107
Subject: S16, Task: T7, Frames: 1620, Windows: 107
Subject: S16, Task: T8, Frames: 1620, Windows: 107
Subject: S17, Task: T1, Frames: 1620, Windows: 107
Subject: S17, Task: T2, Frames: 1620, Windows: 107
Subject: S17, Task: T3, Frames: 1620, Windows: 107
Subject: S17, Task: T4, Frames: 1620, Windows: 107
Subject: S17, Task: T5, Frames: 1620, Windows: 107
Subject: S17, Task: T6, Frames: 1620, Windows: 107
Subject: S17, Task: T7, Frames: 1620, Windows: 107
Subject: S17, Task: T8, Frames: 1620, Windows: 107
Subject: S18, Task: T1, Frames: 116240, Windows: 7748
Subject: S18, Task: T2, Frames: 79007, Windows: 5266
Subject: S18, Task: T3, Frames: 45968, Windows: 3063
Subject: S18, Task: T4, Frames: 49573, Windows: 3303
Subject: S18, Task: T5, Frames: 50565, Windows: 3370
Subject: S18, Task: T6, Frames: 109923, Windows: 7327
Subject: S18, Task: T7, Frames: 62043, Windows: 4135
Subject: S18, Task: T8, Frames: 79007, Windows: 5266
Subject: S19, Task: T1, Frames: 1620, Windows: 107
Subject: S19, Task: T2, Frames: 1620, Windows: 107
Subject: S19, Task: T3, Frames: 1620, Windows: 107
Subject: S19, Task: T4, Frames: 1620, Windows: 107
Subject: S19, Task: T5, Frames: 1620, Windows: 107
Subject: S19, Task: T6, Frames: 1620, Windows: 107
Subject: S19, Task: T7, Frames: 1620, Windows: 107
Subject: S19, Task: T8, Frames: 1620, Windows: 107
Subject: S20, Task: T1, Frames: 1620, Windows: 107
Subject: S20, Task: T2, Frames: 1620, Windows: 107
Subject: S20, Task: T3, Frames: 1620, Windows: 107
Subject: S20, Task: T4, Frames: 1620, Windows: 107
Subject: S28, Task: T1, Frames: 25268, Windows: 1683
Subject: S28, Task: T2, Frames: 17073, Windows: 1137
Subject: S28, Task: T3, Frames: 12207, Windows: 812
Subject: S28, Task: T4, Frames: 17474, Windows: 1163
Subject: S28, Task: T5, Frames: 4881, Windows: 324
Subject: S28, Task: T6, Frames: 4371, Windows: 290
Subject: S28, Task: T7, Frames: 19127, Windows: 1274
Subject: S28, Task: T8, Frames: 21038, Windows: 1401
Subject: S29, Task: continuous, Frames: 9005, Windows: 599
Subject: S30, Task: continuous, Frames: 19913, Windows: 1326
